rep,id,th1,th2,treatment
1,195,-2.72674780957373,-0.456232265762215,1
2,195,0.307517062812229,-0.643129167918591,1
3,195,-1.37821124901291,-0.618490981220983,1
1,196,-2.88202553547206,-0.503201682859858,1
2,196,-3.44556498624532,-0.657497081209417,1
3,196,-4.20080894441107,-0.621778791525607,1
1,197,-1.28245779774605,-0.589970755141436,1
2,197,-3.27318503881528,-0.43245581543395,1
3,197,-0.854485332240396,-0.160182187959189,1
1,198,-2.47637637733288,-0.845338117533488,1
2,198,-0.401781027130262,-0.399812567682336,1
3,198,-0.650395475364524,-1.17498359412275,1
1,199,-1.52274936806952,-0.461086512448714,1
2,199,-1.0212177981013,-0.370842820468316,1
3,199,-0.834497179160489,-0.347625556171439,1
1,200,-1.82578816567621,-0.225555718909354,1
2,200,-0.97357470726183,-0.538143235624416,1
3,200,-2.68846386628024,-0.601998118823314,1
1,201,-2.59244439380413,-0.853687743220952,1
2,201,-2.86589118512301,-0.437293981829708,1
3,201,-1.71862114976723,-0.399761653014658,1
1,202,-2.12300934513539,-0.537297994803445,1
2,202,-2.56017888170666,-0.509972165186989,1
3,202,-2.27406176047732,-0.347489740981482,1
1,203,-2.64088723813832,-0.413966634465917,1
2,203,-0.915764876663816,-0.768635193012727,1
3,203,-1.14749291837879,-0.474775751267206,1
1,204,-1.79246508396346,-0.554530005629729,1
2,204,-0.0444743639795246,-0.529046470685418,1
3,204,-3.04709455372835,-0.399637998285931,1
1,205,-1.82517286250894,-0.798363705087692,1
2,205,-2.48226534903905,-0.500911108299128,1
3,205,-2.0111959962909,-0.447939808729965,1
1,206,-0.824349757089824,-0.481108114327806,1
2,206,-2.70423561276761,-0.708886737091789,1
3,206,-1.62954084919396,-0.892800460392586,1
1,207,0.307439414478663,-0.655557407052615,1
2,207,-0.0252297182007769,-0.471324055722968,1
3,207,-0.241134099748641,-0.702155003867267,1
1,208,-2.9198376601593,-0.182777153114005,1
2,208,-3.28420040064357,-0.363219292984237,1
3,208,-3.13660117073416,-0.702500036093971,1
1,209,-2.90887644874978,-0.437336535998736,1
2,209,-0.617049145347356,-0.450330545545968,1
3,209,-3.07013186344636,-0.553160841612245,1
1,210,-1.5011642900456,-1.14591108385713,1
2,210,-1.78403026705642,-0.455841757962552,1
3,210,-2.07988399931444,-0.736342290325165,1
1,211,-2.85858894774545,-0.606600232870714,1
2,211,-1.46951974163029,-0.609447792159039,1
3,211,-1.59712065894845,-0.601581109958228,1
1,212,-3.30955468182778,-0.597740153001372,1
2,212,-0.486704062863875,-0.29064696275801,1
3,212,-3.16035721467903,-0.414213451223356,1
1,213,-1.62182246750307,-0.260456929138143,1
2,213,0.460351247185846,-0.626347939022095,1
3,213,-0.184103177088164,-0.4845147645745,1
1,214,-1.27312570452948,-0.708850993121219,1
2,214,-3.54134761054652,-0.55357295208324,1
3,214,-3.80815818814343,-0.650868845370951,1
1,215,-1.80907497381508,-0.481917911113427,1
2,215,-2.25667381359524,-0.924107814543513,1
3,215,-1.11466067474981,-0.455301480031565,1
1,216,-0.951227146622884,-0.799723584609919,1
2,216,-3.13029227009378,-0.709052989243414,1
3,216,-2.03741567368421,-0.406840934991939,1
1,217,-2.69511045536361,-0.531169662031643,1
2,217,-1.99615219790899,-0.395217562551571,1
3,217,-2.99336048582448,-0.760475463208807,1
1,218,-2.2660109441275,-0.295039009571181,1
2,218,-2.02870077000609,-0.44138424857783,1
3,218,-1.67323512895815,-0.561090109159328,1
1,219,-0.579602478371535,-0.783144807307011,1
2,219,-1.04464441544643,-0.254703625138333,1
3,219,-2.7867803856315,-0.819415686201349,1
1,220,0.174221924492055,-0.928547147872093,1
2,220,-0.618886046493807,-0.355579308391981,1
3,220,-1.22697760944835,-0.237017688889984,1
1,221,-4.1461253367934,-0.4367796033481,1
2,221,-1.26246501329493,-0.691174461531627,1
3,221,-2.08700817991976,-0.595857271845597,1
1,222,-1.5937523205471,-0.735399906114396,1
2,222,-3.1667260901822,-0.661481247607439,1
3,222,-3.30797954955204,-0.360135690999803,1
1,223,-1.23327989319424,-0.705465135340334,1
2,223,-2.30974891991261,-0.604212458817106,1
3,223,-0.519726701075764,-0.507915237382365,1
1,224,-2.8952147403977,-0.597960724279864,1
2,224,-2.23368427540912,-0.716359095859168,1
3,224,-1.8280589073942,-0.774390814168527,1
1,225,-2.90378930113868,-0.518832412649891,1
2,225,-3.80354661127919,-0.8612405365446,1
3,225,-2.18981786003733,-0.562730926011356,1
1,226,-0.857286359725832,-0.750246059434952,1
2,226,-1.97222125555908,-0.746637252079621,1
3,226,-2.94223820288416,-0.352400695349793,1
1,227,-3.3416922200347,-0.444231088300593,1
2,227,-1.38630302210089,-0.582239823174451,1
3,227,-2.21821570100481,-0.361260509025765,1
1,228,-4.19460647869844,-0.8945031497088,1
2,228,-2.58032964630034,-0.383985552063663,1
3,228,-0.482348732402589,-0.434845143628961,1
1,229,-3.03353237391545,-0.858147002501136,1
2,229,-0.300587291730982,-0.565641397422286,1
3,229,-2.24594766179588,-0.446630079382006,1
1,230,-1.41234475487389,-1.0281066233873,1
2,230,-2.38654682805262,-0.641427793266895,1
3,230,-2.10793222526087,-0.697674116198892,1
1,231,-1.24973289911237,-0.681723398442507,1
2,231,-0.374016485796367,-0.512535880078898,1
3,231,-2.64091390016304,-0.281036594635809,1
1,232,-0.904344125546426,-0.68683097784321,1
2,232,-1.92512570695883,-0.39113494382388,1
3,232,-0.459713244253036,-1.0560861977903,1
1,233,-3.50710287400485,-0.699701029359824,1
2,233,-2.15048794806765,-0.480252560010629,1
3,233,-3.665009793822,-0.552302899341537,1
1,234,-1.93646072679663,-0.242052611368001,1
2,234,-2.02283739178216,-0.918528428076611,1
3,234,-4.16658501423205,-0.364844714130479,1
1,235,-0.563165672689325,-0.24552674853034,1
2,235,-3.88037871444149,-0.540333080283117,1
3,235,-0.86391303742167,-0.643651477516389,1
1,236,-1.86783264350334,-0.686805703517445,1
2,236,0.470980788398428,-0.739888151376948,1
3,236,-0.364381668046401,-0.461327699777945,1
1,237,-2.22906656066909,-0.187618035049733,1
2,237,-2.9854829868187,-0.651535301838234,1
3,237,-2.38167824125162,-0.469376752528765,1
1,238,-1.86984465773651,-0.240347696668767,1
2,238,-2.97866611365572,-0.750021815232309,1
3,238,-2.9040562492874,-0.492577394420395,1
1,239,-1.90941442923408,-0.749338251362081,1
2,239,-1.9717397588035,-0.400263092655196,1
3,239,-4.20534103292737,-0.567424426244115,1
1,240,-0.845908193307993,-0.454764727246773,1
2,240,-2.55773833392607,-0.66564945568097,1
3,240,-2.62447063453548,-0.672001120517478,1
1,241,-0.735134166574959,-0.430793297331842,1
2,241,-2.80399136832065,-0.386031890542023,1
3,241,-2.94245121232592,-0.602432168763594,1
1,242,-1.23191812217453,-0.807900675244181,1
2,242,-0.920766270036083,-0.940621153604273,1
3,242,-1.08534687720872,-0.790065466827531,1
1,243,-3.42245124228947,-0.661738457993436,1
2,243,-2.69115085418255,-0.534645619817339,1
3,243,-3.89625598218132,-0.0457459127603688,1
1,244,-2.87900919321494,-0.376026592925698,1
2,244,-1.08550348725039,-0.279171324074733,1
3,244,-1.96064522007972,-0.231536339857266,1
1,245,-0.800826679977182,-0.677752325883098,1
2,245,-0.91781992390952,-0.544731363659016,1
3,245,-2.28482660294482,-0.597861839715059,1
1,246,-0.628756358795406,-0.523077155712324,1
2,246,-2.26617364592423,-0.692446223738402,1
3,246,-1.31752203737619,-0.78390234894349,1
1,247,-2.56089369677387,-0.655889511565201,1
2,247,-2.51339874009287,-0.208002689954666,1
3,247,-0.755160886286917,-0.599702015974939,1
1,248,-0.970041338350424,-0.387094486253821,1
2,248,-0.995487021392346,-0.494273228103624,1
3,248,-3.1511415448144,-0.7738618798094,1
1,249,-1.41511156841831,-0.450897004686821,1
2,249,-3.67640233395344,-0.361929632126332,1
3,249,-3.42165258245506,-0.776219397353427,1
1,250,-0.0239309904033602,-0.474139162955178,1
2,250,-3.88581370652052,-0.680417331732675,1
3,250,-2.10760066991741,-0.734693306358068,1
1,251,-2.61303370409249,-0.350892485914753,1
2,251,-1.98732333165826,-0.61723054323072,1
3,251,-2.34606096981318,-0.154135779286712,1
1,252,-4.61891702286272,-0.378140797865332,1
2,252,-0.935267050665736,-0.64859401582354,1
3,252,-1.79567486057356,-0.857331847557009,1
1,253,-4.793388474646,-0.430914038679084,1
2,253,-1.82334056589864,-0.789094924433448,1
3,253,-2.1642937970592,-0.562895632658768,1
1,254,-2.77088605684729,-0.748845998050046,1
2,254,-4.18020640612353,-0.719293994886297,1
3,254,-1.96440884640645,-0.432159446241881,1
1,255,-1.80252549336018,-0.632947350030924,1
2,255,-0.948054909625413,-0.110178525841682,1
3,255,-0.286876865200063,-0.432955742088437,1
1,256,-3.21914952973416,-0.489761676728045,1
2,256,-2.07542166329086,-0.607234859866124,1
3,256,-1.77334010101274,-0.386867937773971,1
1,257,-4.07730203420863,-0.317434751051146,1
2,257,-2.82002943127018,-0.518701110028879,1
3,257,-1.86938648512372,-0.369340813875671,1
1,258,-2.01894445562654,-0.461691755570245,1
2,258,-1.77037764128003,-0.59210900353451,1
3,258,-1.55700993704259,-1.05327249660308,1
1,259,-1.04828211201826,-0.940352980781457,1
2,259,-3.80812937019218,-0.18583080619538,1
3,259,-1.87627118703243,-0.331229428423513,1
1,260,-1.66256230479663,-0.691863255747008,1
2,260,0.497852413583258,-0.493113754290943,1
3,260,-0.447847434781897,-0.365734544595065,1
1,261,-3.42517449067522,-0.513903042429706,1
2,261,-2.98070288203054,-0.561293780998864,1
3,261,-3.0185056083916,-0.364958095576066,1
1,262,-2.41922502763595,-0.79077819889618,1
2,262,-0.962490913820687,-0.491437506735946,1
3,262,-2.68004685039986,-0.452433075199448,1
1,263,-3.06787384048667,-1.01942364741772,1
2,263,-1.69089861667489,-0.368602276711306,1
3,263,-1.79784836527877,-0.398254644470651,1
1,264,-2.3157660513804,-0.678581778356108,1
2,264,-2.7068102696649,-0.592120993409961,1
3,264,-1.95640786533612,-0.333270913131726,1
1,265,-2.74935007567051,-0.675069719366767,1
2,265,-3.06841455950229,-0.388097838330253,1
3,265,-3.68188417940769,-0.414708787321376,1
1,266,-1.20715178976616,-0.80709507099204,1
2,266,-0.208950449731076,-1.01321127425118,1
3,266,-1.3071459294652,-0.738344938755666,1
1,267,-2.02148285864039,-0.78721766982959,1
2,267,-2.03913515562918,-0.572305172403503,1
3,267,-0.520770562161919,-0.43901540122533,1
1,268,-0.792803779352289,-0.615686602232336,1
2,268,-2.66520274919058,-0.719609153029103,1
3,268,-2.04244282683186,-0.0856764188568293,1
1,269,-0.441728540897041,-0.682816852963445,1
2,269,-1.93705641993653,-0.642301510544369,1
3,269,-1.55263018892572,-0.583009612929301,1
1,270,-2.00627688673981,-0.737202229877735,1
2,270,-2.05332196849505,-0.91434288577784,1
3,270,-1.58536266173803,-0.400051993229065,1
1,271,-1.83522533010137,-0.673459947752636,1
2,271,-1.28126343394467,-0.144121650982597,1
3,271,-2.68486110576596,-0.639561110052859,1
1,272,-1.80636250522938,-0.49822260580351,1
2,272,-4.18886056481116,-0.742805370104392,1
3,272,-2.29840178734735,-0.607771751914441,1
1,273,-0.731113028811884,-0.228637773471655,1
2,273,-1.18881582147574,-0.0314240305414186,1
3,273,-2.19228118084864,-0.393437047590632,1
1,274,-2.95867912734835,-0.947238559867022,1
2,274,-3.29364602976132,-0.190617343410023,1
3,274,-0.836304379588973,-0.26046802440708,1
